brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
Addinath Rubbers Private Limited,Addinath Rubbers Private Limited,U25199HP2007PTC030819,Under Liquidation (IBBI),Private,2007-01-01,Himachal Pradesh,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adelson Pharma Private Limited,Adelson Pharma Private Limited,U51109RJ2015PTC048033,Under Liquidation (IBBI),Private,2015-01-01,Rajasthan,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adept Technology Private Limited,Adept Technology Private Limited,U72200TN2004PTC052972,Under Liquidation (IBBI),Private,2004-01-01,Tamil Nadu,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adgaonkar Saraf Private Limited,Adgaonkar Saraf Private Limited,U36911MH2003PTC139746,Under Liquidation (IBBI),Private,2003-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adharshila Country Homes Private Limited,Adharshila Country Homes Private Limited,U70102DL2012PTC245588,Under Liquidation (IBBI),Private,2012-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adhils Builders and Developers Private Limited,Adhils Builders and Developers Private Limited,U45200KL2011PTC029982,Under Liquidation (IBBI),Private,2011-01-01,Kerala,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adi Ispat Private Limited,Adi Ispat Private Limited,U27104JH2004PTC010861,Under Liquidation (IBBI),Private,2004-01-01,Jharkhand,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditazz Design Technologies Private Limited,Aditazz Design Technologies Private Limited,U72200KA2015PTC078062,Under Liquidation (IBBI),Private,2015-01-01,Karnataka,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditi Health Oils Private Limited,Aditi Health Oils Private Limited,U74994WB1999PTC089807,Under Liquidation (IBBI),Private,1999-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditi Oil Extraction Private Limited,Aditi Oil Extraction Private Limited,U15326WB2007PTC117798,Under Liquidation (IBBI),Private,2007-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditya Exim Ltd,Aditya Exim Ltd,U51100GJ1995PLC025891,Under Liquidation (IBBI),Public,1995-01-01,Gujarat,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditya Polymers and Chemicals (India) Private Limited,Aditya Polymers and Chemicals (India) Private Limited,U25207PN2004PTC018888,Under Liquidation (IBBI),Private,2004-01-01,,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aditya Prints Pvt. Ltd.,Aditya Prints Pvt. Ltd.,U17299GJ2007PTC050363,Under Liquidation (IBBI),Private,2007-01-01,Gujarat,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adjoin Built & Developers Private Limited,Adjoin Built & Developers Private Limited,U70109DL2013PTC255320,Under Liquidation (IBBI),Private,2013-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Home And Personal Care Limited,Advance Home And Personal Care Limited,U24243DL1985PLC021386,Under Liquidation (IBBI),Public,1985-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Multisystem Broadband Communications Limited,Advance Multisystem Broadband Communications Limited,U64202WB2000PLC091088,Under Liquidation (IBBI),Public,2000-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Nath Agri Chemicals Private Limited,Advance Nath Agri Chemicals Private Limited,U24211MP2012PTC029169,Under Liquidation (IBBI),Private,2012-01-01,Madhya Pradesh,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Navotpad Surfactants Limited,Advance Navotpad Surfactants Limited,U74899DL1998PLC094875,Under Liquidation (IBBI),Public,1998-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Powerinfra Tech Limited,Advance Powerinfra Tech Limited,L65999WB1994PLC065726,Under Liquidation (IBBI),Public,1994-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advance Surfactants India Limited,Advance Surfactants India Limited,U74899DL1998PLC095458,Under Liquidation (IBBI),Public,1998-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advantage Overseas Private Limited,Advantage Overseas Private Limited,U05121MH2004PTC199195,Under Liquidation (IBBI),Private,2004-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Advantage Projects and Consultants Private Limited,Advantage Projects and Consultants Private Limited,U74201DL2000PTC106639,Under Liquidation (IBBI),Private,2000-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
Adya Oils & Chemicals Limited,Adya Oils & Chemicals Limited,U15140MH1997PLC111777,Under Liquidation (IBBI),Public,1997-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Adyama Rice Mill Pvt Ltd,Adyama Rice Mill Pvt Ltd,U15312WB1985PTC039827,Under Liquidation (IBBI),Private,1985-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aegan Batteries Limited,Aegan Batteries Limited,U24232KA2010PLC055616,Under Liquidation (IBBI),Public,2010-01-01,Karnataka,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,20,25.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector",,,,,,5,,"Below 25, BUT 4 criteria were unscored (funding, years, eng_headcount, sector). This is a research gap, not a weak lead — resolve those before deprioritising."
Aegan Industries Private Limited,Aegan Industries Private Limited,U74900KA2008PTC048739,Under Liquidation (IBBI),Private,2008-01-01,Karnataka,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,20,25.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector",,,,,,5,,"Below 25, BUT 4 criteria were unscored (funding, years, eng_headcount, sector). This is a research gap, not a weak lead — resolve those before deprioritising."
Aegis Medicines Pvt Ltd,Aegis Medicines Pvt Ltd,U99999PN1993PTC073083,Under Liquidation (IBBI),Private,1993-01-01,,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aelis Enterprise Learning And Implementation Solutions Private Limited,Aelis Enterprise Learning And Implementation Solutions Private Limited,U74999WB2009PTC216105,Under Liquidation (IBBI),Private,2009-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aeon Paper Mills Private Limited,Aeon Paper Mills Private Limited,U21000TN2007PTC063273,Under Liquidation (IBBI),Private,2007-01-01,Tamil Nadu,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aerens Jai Realty Private Limited,Aerens Jai Realty Private Limited,U70101DL2000PTC105289,Under Liquidation (IBBI),Private,2000-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aesys Technologies India Private Limited,Aesys Technologies India Private Limited,U74900TN2011FTC079926,Under Liquidation (IBBI),Subsidiary of Foreign Company,2011-01-01,Tamil Nadu,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Affinity Beauty Salon Private Limited,Affinity Beauty Salon Private Limited,U93020DL2001PTC112227,Under Liquidation (IBBI),Private,2001-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Afloat Textile (India) Limited,Afloat Textile (India) Limited,L99999MH1977PLC019658,Under Liquidation (IBBI),Public,1977-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aftek Infrastructure Private Limited,Aftek Infrastructure Private Limited,U70102UP2013PTC059884,Under Liquidation (IBBI),Private,2013-01-01,Uttar Pradesh,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Agnipa Energo Private Limited,Agnipa Energo Private Limited,U40101AS2008PTC008829,Under Liquidation (IBBI),Private,2008-01-01,Assam,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Agrasen Trade Merchants Private Limited,Agrasen Trade Merchants Private Limited,U28100MH2010PTC206067,Under Liquidation (IBBI),Private,2010-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Agron India Limited,Agron India Limited,U51220MH2004PLC144214,Under Liquidation (IBBI),Public,2004-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ahalya Trading Private Limited,Ahalya Trading Private Limited,U51900MH1994PTC080833,Under Liquidation (IBBI),Private,1994-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aikya Infrastructure Private Limited,Aikya Infrastructure Private Limited,U70102TG2008PTC061917,Under Liquidation (IBBI),Private,2008-01-01,Telangana,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ainwesha Engineering & Projects Limited,Ainwesha Engineering & Projects Limited,U29199GJ1998PLC034128,Under Liquidation (IBBI),Public,1998-01-01,Gujarat,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Air Carnival Private Limited,Air Carnival Private Limited,U62200TZ2013PTC019636,Under Liquidation (IBBI),Private,2013-01-01,,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,20,25.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector",,,,,,5,,"Below 25, BUT 4 criteria were unscored (funding, years, eng_headcount, sector). This is a research gap, not a weak lead — resolve those before deprioritising."
Air Odisha Aviation Private Limited,Air Odisha Aviation Private Limited,U62200OR2011PTC013043,Under Liquidation (IBBI),Private,2011-01-01,Odisha,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Air Pegasus Private Limited,Air Pegasus Private Limited,U62100KA2007PTC044061,Under Liquidation (IBBI),Private,2007-01-01,Karnataka,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Aireff Detox Private Limited,Aireff Detox Private Limited,U74999MH1996PTC099716,Under Liquidation (IBBI),Private,1996-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajanta Paper And General Products Limited,Ajanta Paper And General Products Limited,U21010MH1962PLC012282,Under Liquidation (IBBI),Public,1962-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajaz Nanda Designs Private Limited,Ajaz Nanda Designs Private Limited,U74140DL2011PTC213018,Under Liquidation (IBBI),Private,2011-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajit Automotive Services Private Limited,Ajit Automotive Services Private Limited,U74899DL1995PTC066882,Under Liquidation (IBBI),Private,1995-01-01,Delhi,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajit Solar Private Limited,Ajit Solar Private Limited,U40106RJ2007PTC024478,Under Liquidation (IBBI),Private,2007-01-01,Rajasthan,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajs Impex Private Limited,Ajs Impex Private Limited,U74900MH2006PTC161680,Under Liquidation (IBBI),Private,2006-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Ajudhia Distributors Private Limited,Ajudhia Distributors Private Limited,U51909WB2009PTC136483,Under Liquidation (IBBI),Private,2009-01-01,West Bengal,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
Akhilesh Developers Private Limited,Akhilesh Developers Private Limited,U45200MH2003PTC142542,Under Liquidation (IBBI),Private,2003-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Akshata Mercantle Private Limited,Akshata Mercantle Private Limited,U51909MH2001PTC133035,Under Liquidation (IBBI),Private,2001-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Akshaya Imaging Systems Private Limited,Akshaya Imaging Systems Private Limited,U29253TN2013PTC093485,Under Liquidation (IBBI),Private,2013-01-01,Tamil Nadu,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),5,20,25.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector",,,,,,5,,"Below 25, BUT 4 criteria were unscored (funding, years, eng_headcount, sector). This is a research gap, not a weak lead — resolve those before deprioritising."
Akund Buildcon Private Limited,Akund Buildcon Private Limited,U45400MH2012PTC226265,Under Liquidation (IBBI),Private,2012-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
Alankrit Mercantile Private Limited,Alankrit Mercantile Private Limited,U51909MH2016PTC288386,Under Liquidation (IBBI),Private,2016-01-01,Maharashtra,confirmed,0.77,,,,,,,,,,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation (IBBI),,,,,,,,,,,,,
